Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Belgium,BEL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,40.1475312277508,39.7136769834255,40.8103243531998,39.8481785583168,40.3552788579394,41.2031562277408,42.3060858207438,40.4201425769148,38.3610414027171,38.815562562507,39.2019025772471,37.7565898549867,37.5013766293763,..
Belgium,BEL,Start-up procedures to register a business (number),IC.REG.PROC,6,5,5,5,5,5,5,5,5,5,5,5,..,..
Belgium,BEL,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,97.0381826331265,81.8719049070703,32.323460470183,53.7540274944512,55.8194086593098,43.8195201533199,60.3679132217152,89.6656892868636,79.4316037973638,87.0772161262627,59.0954446219085,..,..,..
Belgium,BEL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.05123918569066,1.09453530115676,1.2138983166693,1.16003992188797,1.08463286136283,1.04350679479608,1.0417564900031,0.909284202068915,0.89470623618152,0.883680594960214,0.890644486309656,0.893042950353347,1.08084225652653,..
Belgium,BEL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.72939576,100.3790486,105.2227353,108.4282234,111.110074,113.456517,111.077829,113.1658212,110.5368746,99.45303522,99.69668646,99.7421427,99.48320148,..
Belgium,BEL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,8.46280131701104,8.94379655597153,11.3558323720033,9.26259222057831,8.67392756846036,8.9408963058828,12.334459109292,13.3305119406477,11.4912824136428,11.7053409561729,14.1433561921381,15.2486943664255,..
Belgium,BEL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,175.961465734961,178.906426192097,181.34468665172,149.71189971448,165.939831105673,180.118541289733,178.385944294887,167.058526756202,163.327836085493,166.850410480616,169.94671444416,163.582898321218,157.141121983582,175.453709077033
Belgium,BEL,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,98.21058383,99.39855837,96.5891779,98.4446797,96.94157847,94.86824368,93.87280336,95.64220047,96.71852725,95.71312123,94.1897844,95.02395409,96.2500201,..
Belgium,BEL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Net migration,SM.POP.NETM,..,294270,..,..,..,..,258672,..,..,240000,..,..,..,..
Belgium,BEL,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,2564697223.16673,3201618745.39469,4123817770.53244,4291702746.26146,4142285273.16017,4504366770.99567,4303018197.8443,4441158754.04113,4564818715.74938,4747435274.46295,5612494418.47986,5336033787.95997,6223370195.4989,..
Belgium,BEL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,58821552824.3719,96551634531.2492,190391844688.586,77354509260.1052,125491894873.016,163624381384.585,11810272330.6794,-19514245854.7289,57538351507.0707,-37288840312.4529,-41601387266.7492,-30075472852.8679,-17570640274.0968,..
Belgium,BEL,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Population, total",SP.POP.TOTL,291338,299031,306822,314655,322465,330236,338001,360926,368399,375775,383071,390351,397621,404915
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2.62213876810092,2.60631417803932,2.5720527929109,2.520902564359,2.45178026956863,2.38129471621378,2.32413036818372,2.11686041760718,2.04936387658783,1.98239700826474,1.9229790570947,1.88259837762914,1.84529559225359,1.81778782471015
Belize,BLZ,Surface area (sq. km),AG.SRF.TOTL.K2,22970,22970,22970,22970,22970,22970,22970,22970,22970,22970,22970,..,..,..
Belize,BLZ,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1094889423.73494,1110215301.1829,1191578809.23661,1276979876.27512,1261353990.81786,1343662908.78091,1392950485.91688,1601925960.66516,1608193746.15301,1664666968.545,1747244814.38766,1798567492.80386,1562605467.37444,1737602242.95353
Belize,BLZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3760,3710,3880,4060,3910,4070,4120,4440,4370,4430,4560,4610,3930,4290
Belize,BLZ,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1917956238.66055,1947336896.71031,2043464207.26329,2188389124.25988,2211825187.41717,2379409938.21353,2277844101.95023,2485914768.06813,2511377780.84936,2501273150.20429,2571562383.33877,2665380632.64492,2360987878.92667,2670952111.24589
Belize,BLZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6580,6510,6660,6950,6860,7210,6740,6890,6820,6660,6710,6830,5940,6600
Belize,BLZ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.286,70.636,71.059,71.541,72.057,72.57,73.044,74.034,74.219,74.365,74.496,74.623,74.754,..
Belize,BLZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.98,2.893,2.816,2.749,2.69,2.638,2.588,2.439,2.391,2.346,2.307,2.274,2.246,..
Belize,BLZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.1622,78.656,77.4606,76.2652,75.0698,73.8744,72.679,70.1638,69.3254,68.487,68.049,67.611,67.173,..
Belize,BLZ,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,55.2,..,..,51.4,..,..,..,..,..
Belize,BLZ,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,95.8,90.7,94.9,93.5,94,96.2,..,89,96.8,94,..,..,..,..
Belize,BLZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,20.6,20.3,19.9,19.4,18.9,18.3,17.7,15.3,14.5,13.7,12.9,12.3,11.7,..
Belize,BLZ,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,5,..,..,..,..,6.2,..,4.6,..,..,..,..,..,..
Belize,BLZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,96,96,97,98,98,96,96,95,90,97,96,82,..
Belize,BLZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.4540863037109,98.9946975708008,94.9059906005859,99.6844177246094,100.741897583008,103.951957702637,108.057716369629,104.231796264648,105.337623596191,102.609710693359,104.474479675293,102.84693145752,104.456230163574,..
Belize,BLZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.6666717529297,75.3101425170898,74.7915115356445,74.3943328857422,75.3095779418945,75.9518280029297,78.3177337646484,80.6579513549805,87.006103515625,84.0400772094727,85.3724594116211,86.3856735229492,85.2463226318359,..
Belize,BLZ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.994379997253418,1.00683999061584,0.999750018119812,1.00080001354218,1.00442004203796,0.997409999370575,0.990230023860931,0.982169985771179,0.977970004081726,0.992389976978302,0.987559974193573,0.988719999790192,0.990760028362274,..
Belize,BLZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,..
Belize,BLZ,Forest area (sq. km),AG.LND.FRST.K2,14185.54,14117.63,14049.72,13981.81,13913.9,13796.78,13679.66,13328.3,13216.8,13105.2,12993.7,12882.1,12770.5,..
Belize,BLZ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,14.1325343325814,..,..,..,..,15.7596164645452,..,..,17.3500318511011,..,..,..,..
Belize,BLZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,590.379559137497,595.256010246429,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.75054400889433,1.77239139550672,1.62960935004661,4.64000266370142,1.73662258658827,2.02885214419173,1.9822427054633,1.88404273217379,1.76439126099186,1.70314679181661,1.64460372941734,1.63955000933746,..,..
Belize,BLZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1211148304.51368,1283112549.99844,1352588867.72777,1320605471.63149,1387925188.49004,1466822039.4102,1531348953.18392,1734320479.1395,1796928936.71505,1844906692.53913,1887465218.48204,1945250235.57603,1585631670.3461,1789923264.03
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.5575159443229,1.16651825467497,2.75503916908724,0.299811547027588,3.32650098215048,1.60350456668181,2.42830994508847,2.89494515435938,-0.179506905520753,2.12859659424545,2.04470317665661,1.9649963024263,-16.7501295113106,9.75316324414021
Belize,BLZ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.21989816741726,4.7202387452969,2.58832212081295,-2.65645308854752,1.71411913793571,4.01660651440369,1.92406409539269,0.543939602286997,3.79629200624197,0.530105856764365,0.256856701995844,1.07538666409587,-2.0863436836772,2.85254799837784
Belize,BLZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.8110827382333,11.5988330542701,11.1063124055155,11.2181084609155,11.572773799618,11.6025996559878,13.35149699706,12.9024729672308,11.0916163495882,11.1228833676626,9.56159275441153,8.93933805682094,11.5458462686634,11.3696580649152
Belize,BLZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.6830723697798,18.2365229232347,19.4841417464841,19.0689832973578,18.9610477309662,19.9376425758983,17.7671697976257,14.1419936019567,14.1018277794448,13.3174405396266,11.7758327081488,12.7671451489632,14.1716352925624,13.0386211974172
Belize,BLZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,61.4499477253402,61.4482338280425,63.112304142652,52.2639058239945,58.5982592393768,62.3627117279895,64.0970823768939,58.45805387151,51.9636576005603,54.7290550835586,57.2063521715312,59.6504233120628,43.5599271203533,51.4874289736341
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,61.9742435507428,61.572930605422,70.4796573996253,56.9208606315512,58.1947792790417,64.0636678991984,63.4505935423656,65.8586468728498,60.8621731029213,58.1709635690553,57.5083444913995,59.5938753173687,55.523613488865,53.8187343803278
Belize,BLZ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.3989455398974,19.7215746974268,25.8984831502032,19.3093248118206,13.3112361914114,17.1288672551597,14.836592242912,21.5646418582086,21.3336204992501,17.7542854240068,16.4930191535056,17.1700274798371,23.5332080569854,21.2627530814861
Belize,BLZ,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.1046450638616,25.9530233727669,25.3363019744278,25.4991371180663,27.4613891772263,26.7448487587316,25.6216852046604,28.0700882353181,27.9219885106459,29.2413405947118,..,..,..,..
Belize,BLZ,Start-up procedures to register a business (number),IC.REG.PROC,9,9,9,9,9,9,9,9,9,9,9,9,..,..
Belize,BLZ,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.00891515051953,1.06614040525357,1.36760585248237,1.31081676671688,1.11367138699718,1.05532911847927,0.999351703948428,1.14385616079602,1.22319223222864,1.25536491469368,1.29466567099759,1.33167104565641,1.5748306024001,..
Belize,BLZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,40.50403496,39.56659142,52.15775871,51.4159953,60.22408703,67.34769272,51.01272189,58.72170181,60.51248643,63.72026431,64.29904639,65.30473699,66.39371473,..
Belize,BLZ,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,4.77557916753682,0,0,0,8.17033581412681E-05,0.0665460206063461,0,0.938240933761362,..
Belize,BLZ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,89.0890071825892,85.7290344484073,96.555578059279,79.5089845192614,85.3071916136999,97.8305453180268,97.1692308866774,88.161329949735,77.6881028223638,74.4211078832584,74.650382227078,74.4377239245632,67.7332586177204,59.6673623647645
Belize,BLZ,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,94.4922776,87.19717222,94.50954554,107.6328847,115.0940582,120.575383,119.0595795,118.6521752,133.9855702,128.7721337,120.5844306,122.3939802,124.0050866,..
Belize,BLZ,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1054232125.7,1075497698.7,1275782808,1291168230.7,1303876871.3,1274688747.1,1196360888.6,1279832151.2,1290298702.5,1338924309.2,1348898447.4,1377529086.7,1526004210.8,..
Belize,BLZ,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,12.7312216473679,57.8246658360524,12.4138032506428,10.2042781281387,10.1759744682149,9.58716884086833,10.9618585161392,5.97440574141098,6.0740013992419,6.07328668621923,6.57145488241212,5.84775846470326,5.21238121227482,..
Belize,BLZ,Net migration,SM.POP.NETM,..,8722,..,..,..,..,7594,..,..,6000,..,..,..,..
Belize,BLZ,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,20608628.3376499,21454975.4159218,27977571.046179,22508922.2045363,21991807.7054283,23529361.4356243,26326846.2259462,41161360.5304401,45202220.8003739,45607619.8901334,42979100.7358568,41881051.8284085,42407418.7359842,..
Belize,BLZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,108828544.570357,140373737.268583,169668449.489583,108840086.423874,96449877.0838033,95348525.1917313,194201408.788436,59119223.8981488,32733410.9928006,31831615.5013862,122041646.954707,93910241.7033733,76202813.5002132,..
Belize,BLZ,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,26.5327558336828,71.1631927346847,76.1679437564236,83.3929216796752,75.0469066811576,63.5606044499031,77.5441465690122,78.3263063834794,94.8971063560778,91.011910752284,88.208193560795,90.7900802782854,174.110530774113,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,64523,64888,65273,65636,65124,64564,64798,65237,64554,63873,63918,63911,63893,63867
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.573530641034438,0.564095738183002,0.591576774606153,0.554585139879867,-0.783118104363585,-0.863616495823495,0.361775877335588,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0704274978050419,-0.0109521313739413,-0.0281681326390652,-0.0407013155274432
Bermuda,BMU,Surface area (sq. km),AG.SRF.TOTL.K2,54,54,54,54,54,54,54,4290,4290,4290,4290,..,..,..
Bermuda,BMU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,..,..,6739210221.81121,6560076917.15152,6486349907.8492,6596440014.57268,6689406375.36548,7213810392.16825,7478242793.52089,7496354118.12105,7140053130.27154,7442759024.20582
Bermuda,BMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,103480,101610,100100,101120,103620,112940,117000,117290,111750,116540
Bermuda,BMU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,4700905409.07144,4635082852.05734,4565102131.19074,4857325794.21895,5069411917.91031,5441446654.03734,5501636897.90889,5515328785.2591,5279564879.15648,5577983316.58846
Bermuda,BMU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,72180,71790,70450,74460,78530,85190,86070,86300,82630,87340
Bermuda,BMU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.8878048780488,78.9341463414634,79.2365853658537,79.3884390243903,79.2885365853658,81.1526829268293,81.6778048780488,81.0121951219512,81.2270731707317,81.4419512195122,81.6517073170732,81.8665853658537,82.0560975609756,..
Bermuda,BMU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.76,1.76,1.77,1.76,1.7,1.6,1.6,1.4,1.4,1.4,1.3,1.3,1.3,..
Bermuda,BMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,90.5910720825195,..,..,..,103.209243774414,95.5613632202148,94.8069229125977,91.5730285644531,..,..,..,..,..,..
Bermuda,BMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,75.1622009277344,..,..,..,77.3730316162109,76.6909332275391,76.4940185546875,76.9523773193359,..,..,..,..,..,..
Bermuda,BMU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.08261001110077,..,..,..,..,1.07334005832672,1.06055998802185,1.04849994182587,..,..,..,..,..,..
Bermuda,BMU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Forest area (sq. km),AG.LND.FRST.K2,10,10,10,10,10,10,10,10,10,10,10,10,10,..
Bermuda,BMU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6654541000,6899911000,7142316000,7225977000,7423465000,6881662000,7080900000
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.5438663804406,3.34513970877607,-1.86595582635186,-5.6266977105161,-2.50287828947368,-3.74274431740703,-5.30529910675297,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.306266735233933,-6.85345819243689,1.85259002934446
Bermuda,BMU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,19.5791618081038,6.57489483173077,5.10891410236363,1.04358316995928,2.23622200255707,-1.15125598094265,6.69820369155734,2.95202006984243,4.37320384221451,-0.094833735989738,1.6111169764896,2.41935194490377,-0.477807068306475,1.02364774418371
Bermuda,BMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,0.286094289177554,0.312941026259641,0.281396534564362,0.227889496811275,0.307018452846711,0.274700811333467,0.234985525140753,0.220961505173123,0.255752171495781,..
Bermuda,BMU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,6.59753236327659,5.66742455792625,5.11874218822023,5.12438047943502,5.34979364226582,5.50930538497597,5.7012359712742,6.4373308151921,5.63987304229705,..
Bermuda,BMU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,50.7949927394964,52.5392419809555,50.5125436879565,49.9708394613543,49.3300565760921,48.5381492501872,51.2581205281999,50.6492722737967,49.5862191429919,49.1703032100439
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,23.8000876023396,23.7311948264219,23.2697593736654,23.3246590561242,23.4198528067971,23.8542792001922,26.0761139981486,25.816677252469,22.0768907278503,24.0816845316273
Bermuda,BMU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,13.0430267361979,12.5825420569453,11.0144291764369,11.8925858297364,12.8032086210967,13.763644733725,13.4097576009445,14.7695853620917,12.3699623724618,13.5293536132413
Bermuda,BMU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,44.0027669270833,40.3592433870253,27.3972779369627,20.435546875,23.1357899569615,19.5216271475984,23.3122636084104,27.8005650577553,36.5458141628288,38.065943875908,33.1193968649499,39.9449583179822,3.20271469304944,..
Bermuda,BMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,90.71971984,104.3415143,119.8222384,129.4271706,134.8850724,..,140.5687628,59.66212397,100.8348853,103.0896604,..,107.1897098,109.1878352,..
Bermuda,BMU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,12.3484645513676,27.1615560732563,48.7853656585815,21.78899297949,17.0559355103008,6.94052236601703,5.48238787709965,..
Bermuda,BMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,18.2454427083333,17.6444510122654,16.9484240687679,16.4212740384615,14.8767221652308,14.4629287256417,14.2830534314761,14.3661298352508,14.4349687988729,15.5831805817609,15.485795208039,15.6934800662494,13.1363615359197,14.0660085582341
Bermuda,BMU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,93.3232503,92.76826494,97.80584403,87.65959079,88.86055849,85.5910966,84.96449515,94.52677929,93.65691562,92.31252248,88.85430489,88.32838695,92.04877697,..
Bermuda,BMU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Net migration,SM.POP.NETM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,171580000,177947228.143312,190915102.148093,212564001.156237,238623065.815222,215424493.832844,217148645.741621,186973109.772682,213856867.829307,218383822.031545,197545233.446783,198609831.920464,183196006.11852,..
Bermuda,BMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-88170000,617153591.794277,171529641.632488,-70747817.1664244,222710475.853259,-257865988.558357,47614095.0743783,-143094386.12,-73213793.633562,-288109270.997092,95416371.5,4389826.5,476518083.75,..
Bermuda,BMU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Population, total",SP.POP.TOTL,1835911,1875458,1915636,1953495,1987106,2015406,2039551,2120716,2159925,2205076,2254067,2303703,2351625,2397240
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2.0267060468961,2.13120801829791,2.11967861163802,1.95703936239624,1.70592328995544,1.41413550355517,1.19090216555368,1.52506854883531,1.83197313579572,2.06884765539921,2.1974164684246,2.1781688165261,2.05887502746375,1.92114970473465
Botswana,BWA,Surface area (sq. km),AG.SRF.TOTL.K2,581730,581730,581730,581730,581730,581730,581730,581730,581730,581730,581730,..,..,..
Botswana,BWA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,19.3,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,9983286118.14597,10749985778.2389,10996073278.1156,10405708767.6804,11141521379.7083,13312727616.8122,14783888211.9307,13634381822.6847,13559763182.4794,14059266134.0686,15281515244.5822,16529067969.5638,15295008450.7348,16635353969.4712
Botswana,BWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5440,5730,5740,5330,5610,6610,7250,6430,6280,6380,6780,7170,6500,6940
Botswana,BWA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,19142216959.0002,21499058928.9659,23255537088.6626,22706071978.1485,24235136343.4952,27042835399.5658,26286571645.4287,30008539556.4783,32863010564.2784,32179517469.0234,33933490596.078,37319296924.738,35776077455.6394,39910462778.0306
Botswana,BWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10430,11460,12140,11620,12200,13420,12890,14150,15210,14590,15050,16200,15210,16650
Botswana,BWA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,2.8,..,..,..,3.9,..,..,..,..,..,..
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.435,54.983,56.679,58.447,60.211,61.91,63.511,67.338,68.178,68.812,69.275,69.592,69.793,..
Botswana,BWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.066,3.047,3.034,3.026,3.022,3.017,3.011,2.968,2.942,2.91,2.874,2.836,2.796,..
Botswana,BWA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,49.2762,48.66,48.558,48.456,48.354,48.252,48.15,46.8966,46.4788,46.061,45.358,44.655,43.952,..
Botswana,BWA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,52.8,69.7,..,..,..,..,..,..,67.4,..,..,..,..
Botswana,BWA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.3,94.6,98.3,99.5,99.1,99.8,99.8,99.7,99.7,99.8,..,..,..,..
Botswana,BWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,61.5,58.6,57.6,55.3,51.4,51.9,50.8,49.7,49.2,47.8,47,45.9,44.8,..
Botswana,BWA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,11.8,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,95,95,96,96,97,97,97,97,97,97,97,87,..
Botswana,BWA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.558616638184,98.311279296875,99.4741897583008,101.079399108887,..,..,101.208419799805,94.5542678833008,..,..,..,..,..,..
Botswana,BWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,84.9963226318359,85.10595703125,79.9167709350586,..,..,..,..,..,..,..,..,..,..,73.5952911376953
Botswana,BWA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00516998767853,1.00356996059418,1.01582002639771,..,..,..,..,..,..,..,..,..,..,1.02254998683929
